state,district,year,rape,kidnapping,dowry,assault,insult,cruelty,total_crimes,risk_score,rape_ratio,kidnap_ratio,domestic_ratio,assault_ratio,crime_trend,police_total,ipc_total,state_enc,district_enc,risk_level
ANDAMAN & NICOBAR ISLANDS,A AND N ISLANDS,2007,3.0,9.0,1.0,21.0,2.0,18.0,54.0,104.5,0.05454545454545454,0.16363636363636364,0.32727272727272727,0.38181818181818183,0.0,6016.0,0.0,0,2,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2001,3.0,2.0,0.0,18.0,1.0,9.0,33.0,64.5,0.08823529411764706,0.058823529411764705,0.2647058823529412,0.5294117647058824,0.0,5804.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2002,1.0,1.0,0.0,16.0,3.0,4.0,25.0,46.5,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.6153846153846154,-0.24242424242424243,6224.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2003,2.0,2.0,0.0,9.0,2.0,7.0,22.0,41.5,0.08695652173913043,0.08695652173913043,0.30434782608695654,0.391304347826087,-0.12,5662.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2004,10.0,3.0,0.0,5.0,3.0,5.0,26.0,58.0,0.37037037037037035,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.18181818181818188,5786.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2005,4.0,1.0,0.0,10.0,1.0,5.0,21.0,43.0,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.45454545454545453,-0.1923076923076923,5826.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2006,6.0,5.0,0.0,12.0,4.0,7.0,34.0,69.0,0.17142857142857143,0.14285714285714285,0.2,0.34285714285714286,0.6190476190476191,5744.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2008,12.0,13.0,2.0,24.0,3.0,25.0,79.0,161.0,0.15,0.1625,0.3125,0.3,1.323529411764706,5944.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2009,18.0,14.0,1.0,29.0,7.0,21.0,90.0,187.5,0.1978021978021978,0.15384615384615385,0.23076923076923078,0.31868131868131866,0.139240506329114,7928.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2010,23.0,8.0,0.0,31.0,10.0,9.0,81.0,174.5,0.2804878048780488,0.0975609756097561,0.10975609756097561,0.3780487804878049,-0.09999999999999998,8026.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2011,13.0,12.0,0.0,14.0,3.0,5.0,47.0,107.5,0.2708333333333333,0.25,0.10416666666666667,0.2916666666666667,-0.41975308641975306,126020.0,0.0,0,37,0
ANDAMAN & NICOBAR ISLANDS,CAR,2012,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,126020.0,0.0,0,156,0
ANDAMAN & NICOBAR ISLANDS,CAR,2013,1.0,0.0,0.0,2.0,2.0,0.0,5.0,9.0,0.16666666666666666,0.0,0.0,0.3333333333333333,1.5,126020.0,0.0,0,156,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,5804.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2002,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,6224.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5662.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,2.0,5786.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,5826.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2006,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.6666666666666666,1.0,5744.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2008,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.0,-0.5,5944.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,7928.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2010,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,0.0,0.0,0.0,0.0,8026.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2011,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,126020.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2014,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,1.0,126020.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2015,1.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,0.2,0.0,0.0,0.6,1.0,126020.0,0.0,0,642,0
ANDAMAN & NICOBAR ISLANDS,NORTH,2012,4.0,0.0,0.0,2.0,1.0,2.0,9.0,20.0,0.4,0.0,0.2,0.2,0.0,126020.0,0.0,0,645,0
ANDAMAN & NICOBAR ISLANDS,NORTH,2013,5.0,5.0,0.0,10.0,1.0,5.0,26.0,56.0,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.37037037037037035,1.8888888888888888,126020.0,0.0,0,645,0
ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,2014,11.0,0.0,0.0,14.0,1.0,4.0,30.0,68.0,0.3548387096774194,0.0,0.12903225806451613,0.45161290322580644,0.0,126020.0,0.0,0,646,0
ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,2015,15.0,0.0,0.0,25.0,1.0,2.0,43.0,99.0,0.3409090909090909,0.0,0.045454545454545456,0.5681818181818182,0.43333333333333335,126020.0,0.0,0,646,0
ANDAMAN & NICOBAR ISLANDS,SOUTH,2012,8.0,6.0,2.0,14.0,3.0,3.0,36.0,78.5,0.21621621621621623,0.16216216216216217,0.08108108108108109,0.3783783783783784,0.0,126020.0,0.0,0,833,0
ANDAMAN & NICOBAR ISLANDS,SOUTH,2013,21.0,7.0,1.0,33.0,5.0,4.0,71.0,159.5,0.2916666666666667,0.09722222222222222,0.05555555555555555,0.4583333333333333,0.9722222222222223,126020.0,0.0,0,833,0
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2014,19.0,0.0,3.0,27.0,4.0,10.0,63.0,136.0,0.296875,0.0,0.15625,0.421875,0.0,126020.0,0.0,0,835,0
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2015,20.0,0.0,0.0,29.0,4.0,12.0,65.0,140.0,0.30303030303030304,0.0,0.18181818181818182,0.4393939393939394,0.031746031746031855,126020.0,0.0,0,835,0
ANDAMAN & NICOBAR ISLANDS,ZZ TOTAL,2013,27.0,12.0,1.0,45.0,8.0,9.0,102.0,224.5,0.2621359223300971,0.11650485436893204,0.08737864077669903,0.4368932038834951,0.0,126020.0,0.0,0,959,0
ANDHRA PRADESH,ADILABAD,2001,50.0,30.0,16.0,149.0,34.0,175.0,454.0,851.5,0.10989010989010989,0.06593406593406594,0.38461538461538464,0.3274725274725275,0.0,158050.0,4154.0,1,3,2
ANDHRA PRADESH,ADILABAD,2002,37.0,32.0,20.0,174.0,63.0,240.0,566.0,1002.0,0.06525573192239859,0.0564373897707231,0.42328042328042326,0.30687830687830686,0.24669603524229067,156172.0,4675.0,1,3,2
ANDHRA PRADESH,ADILABAD,2003,35.0,16.0,11.0,141.0,39.0,238.0,480.0,845.0,0.07276507276507277,0.033264033264033266,0.49480249480249483,0.29313929313929316,-0.15194346289752647,150654.0,4881.0,1,3,2
ANDHRA PRADESH,ADILABAD,2004,50.0,42.0,14.0,135.0,71.0,296.0,608.0,1068.0,0.08210180623973727,0.06896551724137931,0.4860426929392447,0.22167487684729065,0.2666666666666666,158402.0,5011.0,1,3,2
ANDHRA PRADESH,ADILABAD,2005,53.0,46.0,21.0,144.0,77.0,280.0,621.0,1101.0,0.08520900321543408,0.07395498392282958,0.45016077170418006,0.2315112540192926,0.021381578947368363,159662.0,5033.0,1,3,2
ANDHRA PRADESH,ADILABAD,2006,64.0,71.0,22.0,185.0,107.0,423.0,872.0,1525.0,0.07331042382588775,0.08132875143184422,0.4845360824742268,0.21191294387170675,0.40418679549114334,161242.0,6122.0,1,3,2
ANDHRA PRADESH,ADILABAD,2007,46.0,72.0,21.0,156.0,133.0,335.0,763.0,1307.5,0.060209424083769635,0.09424083769633508,0.43848167539267013,0.20418848167539266,-0.125,159574.0,5685.0,1,3,2
ANDHRA PRADESH,ADILABAD,2008,50.0,26.0,5.0,174.0,103.0,355.0,713.0,1208.5,0.0700280112044818,0.036414565826330535,0.49719887955182074,0.24369747899159663,-0.06553079947575358,165256.0,5300.0,1,3,2
ANDHRA PRADESH,ADILABAD,2009,67.0,56.0,13.0,192.0,163.0,428.0,919.0,1556.0,0.07282608695652174,0.06086956521739131,0.4652173913043478,0.20869565217391303,0.2889200561009817,216394.0,5312.0,1,3,2
ANDHRA PRADESH,ADILABAD,2010,48.0,48.0,18.0,133.0,155.0,429.0,831.0,1364.5,0.057692307692307696,0.057692307692307696,0.515625,0.15985576923076922,-0.09575625680087052,223832.0,4955.0,1,3,2
ANDHRA PRADESH,ADILABAD,2011,84.0,70.0,20.0,112.0,142.0,429.0,857.0,1476.5,0.0979020979020979,0.08158508158508158,0.5,0.13053613053613053,0.03128760529482544,126020.0,5121.0,1,3,2
ANDHRA PRADESH,ADILABAD,2012,88.0,61.0,7.0,90.0,155.0,498.0,899.0,1512.5,0.09777777777777778,0.06777777777777778,0.5533333333333333,0.1,0.04900816802800456,126020.0,5710.0,1,3,2
ANDHRA PRADESH,ADILABAD,2013,61.0,47.0,12.0,197.0,138.0,464.0,919.0,1552.5,0.06630434782608696,0.051086956521739134,0.5043478260869565,0.2141304347826087,0.022246941045606317,126020.0,0.0,1,3,2
ANDHRA PRADESH,ANANTAPUR,2001,23.0,30.0,7.0,118.0,24.0,154.0,356.0,649.0,0.06442577030812324,0.08403361344537816,0.43137254901960786,0.33053221288515405,0.0,158050.0,4125.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2002,28.0,49.0,9.0,179.0,37.0,151.0,453.0,846.0,0.06167400881057269,0.10792951541850221,0.33259911894273125,0.394273127753304,0.2724719101123596,156172.0,4467.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2003,19.0,45.0,4.0,224.0,45.0,146.0,483.0,889.5,0.03925619834710744,0.09297520661157024,0.30165289256198347,0.4628099173553719,0.0662251655629138,150654.0,4582.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2004,20.0,31.0,11.0,196.0,50.0,147.0,455.0,822.0,0.043859649122807015,0.06798245614035088,0.3223684210526316,0.4298245614035088,-0.05797101449275366,158402.0,4296.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2005,16.0,30.0,12.0,173.0,57.0,137.0,425.0,755.5,0.03755868544600939,0.07042253521126761,0.3215962441314554,0.4061032863849765,-0.06593406593406592,159662.0,4545.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2006,16.0,32.0,16.0,187.0,11.0,189.0,451.0,828.5,0.035398230088495575,0.07079646017699115,0.41814159292035397,0.413716814159292,0.06117647058823539,161242.0,5090.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2007,31.0,35.0,14.0,176.0,194.0,0.0,450.0,754.5,0.06873614190687362,0.07760532150776053,0.0,0.3902439024390244,-0.0022172949002217113,159574.0,5182.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2008,37.0,36.0,12.0,133.0,132.0,0.0,350.0,623.0,0.10541310541310542,0.10256410256410256,0.0,0.3789173789173789,-0.2222222222222222,165256.0,5734.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2009,22.0,60.0,14.0,157.0,13.0,143.0,409.0,785.5,0.05365853658536585,0.14634146341463414,0.348780487804878,0.3829268292682927,0.1685714285714286,216394.0,5181.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2010,20.0,60.0,20.0,132.0,35.0,250.0,517.0,924.0,0.03861003861003861,0.11583011583011583,0.4826254826254826,0.2548262548262548,0.2640586797066016,223832.0,5854.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2011,16.0,83.0,36.0,156.0,16.0,198.0,505.0,952.5,0.03162055335968379,0.16403162055335968,0.391304347826087,0.308300395256917,-0.023210831721469982,126020.0,5430.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2012,18.0,63.0,19.0,195.0,8.0,130.0,433.0,842.5,0.041474654377880185,0.14516129032258066,0.2995391705069124,0.44930875576036866,-0.1425742574257426,126020.0,5441.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2013,28.0,84.0,23.0,337.0,43.0,161.0,676.0,1298.5,0.0413589364844904,0.1240768094534712,0.2378138847858198,0.4977843426883309,0.5612009237875288,126020.0,0.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2014,35.0,0.0,25.0,436.0,26.0,165.0,687.0,1300.5,0.050872093023255814,0.0,0.23982558139534885,0.6337209302325582,0.016272189349112454,126020.0,0.0,1,35,2
ANDHRA PRADESH,ANANTAPUR,2015,32.0,0.0,12.0,325.0,8.0,276.0,653.0,1192.0,0.04892966360856269,0.0,0.42201834862385323,0.4969418960244648,-0.04949053857350805,126020.0,0.0,1,35,2
ANDHRA PRADESH,CHITTOOR,2001,27.0,34.0,14.0,112.0,83.0,186.0,456.0,780.0,0.05908096280087528,0.07439824945295405,0.40700218818380746,0.24507658643326038,0.0,158050.0,5818.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2002,28.0,39.0,16.0,126.0,40.0,188.0,437.0,787.5,0.0639269406392694,0.08904109589041095,0.4292237442922374,0.2876712328767123,-0.04166666666666663,156172.0,6306.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2003,36.0,34.0,23.0,121.0,173.0,60.0,447.0,744.0,0.08035714285714286,0.07589285714285714,0.13392857142857142,0.2700892857142857,0.022883295194507935,150654.0,6624.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2004,28.0,27.0,22.0,116.0,197.0,234.0,624.0,975.5,0.0448,0.0432,0.3744,0.1856,0.3959731543624161,158402.0,6960.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2005,35.0,58.0,9.0,91.0,223.0,202.0,618.0,976.0,0.05654281098546042,0.09369951534733441,0.3263327948303716,0.1470113085621971,-0.009615384615384581,159662.0,6746.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2006,31.0,37.0,18.0,123.0,190.0,249.0,648.0,1031.0,0.04776579352850539,0.05701078582434515,0.38366718027734975,0.18952234206471494,0.04854368932038833,161242.0,6440.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2007,31.0,47.0,25.0,118.0,197.0,395.0,813.0,1286.0,0.038083538083538086,0.05773955773955774,0.48525798525798525,0.14496314496314497,0.25462962962962954,159574.0,7095.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2008,30.0,57.0,26.0,104.0,250.0,288.0,755.0,1174.5,0.03968253968253968,0.07539682539682539,0.38095238095238093,0.13756613756613756,-0.0713407134071341,165256.0,7307.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2009,33.0,46.0,19.0,120.0,268.0,333.0,819.0,1259.5,0.04024390243902439,0.05609756097560976,0.4060975609756098,0.14634146341463414,0.08476821192052975,216394.0,7268.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2010,44.0,56.0,32.0,136.0,121.0,388.0,777.0,1311.0,0.056555269922879174,0.07197943444730077,0.4987146529562982,0.17480719794344474,-0.05128205128205132,223832.0,5218.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2011,17.0,47.0,25.0,124.0,168.0,421.0,802.0,1266.0,0.021170610211706103,0.058530510585305104,0.5242839352428393,0.15442092154420922,0.03217503217503226,126020.0,5224.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2012,28.0,49.0,33.0,90.0,269.0,339.0,808.0,1230.0,0.034610630407911,0.06056860321384425,0.41903584672435107,0.11124845488257108,0.007481296758104827,126020.0,4465.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2013,31.0,27.0,13.0,119.0,84.0,435.0,709.0,1161.0,0.04366197183098591,0.038028169014084505,0.6126760563380281,0.1676056338028169,-0.12252475247524752,126020.0,0.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2014,32.0,0.0,17.0,135.0,94.0,278.0,556.0,911.0,0.05745062836624776,0.0,0.4991023339317774,0.24236983842010773,-0.2157968970380818,126020.0,0.0,1,186,2
ANDHRA PRADESH,CHITTOOR,2015,31.0,0.0,10.0,94.0,1.0,202.0,338.0,605.0,0.09144542772861357,0.0,0.5958702064896755,0.27728613569321536,-0.3920863309352518,126020.0,0.0,1,186,1
ANDHRA PRADESH,CUDDAPAH,2001,20.0,20.0,17.0,126.0,38.0,57.0,278.0,519.5,0.07168458781362007,0.07168458781362007,0.20430107526881722,0.45161290322580644,0.0,158050.0,3140.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2002,16.0,22.0,21.0,100.0,36.0,63.0,258.0,475.5,0.06177606177606178,0.08494208494208494,0.24324324324324326,0.3861003861003861,-0.07194244604316546,156172.0,3324.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2003,10.0,28.0,5.0,104.0,31.0,60.0,238.0,439.0,0.04184100418410042,0.11715481171548117,0.2510460251046025,0.4351464435146444,-0.07751937984496127,150654.0,3447.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2004,14.0,31.0,7.0,118.0,49.0,120.0,339.0,598.5,0.041176470588235294,0.09117647058823529,0.35294117647058826,0.34705882352941175,0.4243697478991597,158402.0,4107.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2005,21.0,31.0,7.0,116.0,18.0,95.0,288.0,547.0,0.0726643598615917,0.10726643598615918,0.328719723183391,0.4013840830449827,-0.1504424778761062,159662.0,4072.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2006,25.0,51.0,10.0,130.0,84.0,199.0,499.0,865.0,0.05,0.102,0.398,0.26,0.7326388888888888,161242.0,5298.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2007,32.0,68.0,8.0,139.0,94.0,242.0,583.0,1017.0,0.0547945205479452,0.11643835616438356,0.4143835616438356,0.238013698630137,0.16833667334669333,159574.0,5500.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2008,27.0,64.0,11.0,212.0,37.0,267.0,618.0,1124.5,0.04361873990306947,0.10339256865912763,0.43134087237479807,0.34248788368336025,0.06003430531732423,165256.0,6605.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2009,27.0,47.0,17.0,165.0,52.0,124.0,432.0,800.5,0.06235565819861432,0.10854503464203233,0.2863741339491917,0.3810623556581986,-0.30097087378640774,216394.0,5510.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2010,39.0,51.0,15.0,137.0,45.0,321.0,608.0,1075.0,0.06403940886699508,0.08374384236453201,0.5270935960591133,0.22495894909688013,0.40740740740740744,223832.0,5694.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2011,41.0,65.0,15.0,144.0,17.0,122.0,404.0,803.5,0.10123456790123457,0.16049382716049382,0.3012345679012346,0.35555555555555557,-0.3355263157894737,126020.0,5340.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2012,26.0,44.0,13.0,217.0,37.0,120.0,457.0,865.0,0.056768558951965066,0.09606986899563319,0.26200873362445415,0.4737991266375546,0.13118811881188108,126020.0,6110.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2013,19.0,50.0,9.0,318.0,163.0,207.0,766.0,1309.5,0.024771838331160364,0.0651890482398957,0.26988265971316816,0.41460234680573665,0.6761487964989059,126020.0,0.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2014,28.0,0.0,16.0,215.0,12.0,91.0,362.0,694.5,0.07713498622589532,0.0,0.25068870523415976,0.5922865013774105,-0.5274151436031331,126020.0,0.0,1,205,2
ANDHRA PRADESH,CUDDAPAH,2015,34.0,0.0,6.0,211.0,82.0,317.0,650.0,1093.5,0.05222734254992319,0.0,0.4869431643625192,0.3241167434715822,0.7955801104972375,126020.0,0.0,1,205,2
ANDHRA PRADESH,CYBERABAD,2003,31.0,62.0,25.0,96.0,78.0,543.0,835.0,1382.5,0.03708133971291866,0.07416267942583732,0.6495215311004785,0.11483253588516747,0.0,150654.0,10305.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2004,40.0,69.0,43.0,106.0,85.0,517.0,860.0,1451.0,0.04645760743321719,0.08013937282229965,0.6004645760743321,0.12311265969802555,0.029940119760478945,158402.0,9911.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2005,44.0,58.0,34.0,119.0,96.0,701.0,1052.0,1730.5,0.04178537511870845,0.055080721747388414,0.6657169990503324,0.11301044634377967,0.22325581395348837,159662.0,12079.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2006,60.0,90.0,50.0,132.0,93.0,837.0,1262.0,2117.5,0.047505938242280284,0.07125890736342043,0.66270783847981,0.10451306413301663,0.19961977186311786,161242.0,14226.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2007,45.0,100.0,41.0,118.0,55.0,881.0,1240.0,2079.5,0.0362610797743755,0.08058017727639001,0.7099113618049959,0.09508460918614021,-0.017432646592709933,159574.0,14236.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2008,80.0,101.0,59.0,130.0,833.0,884.0,2087.0,3029.5,0.038314176245210725,0.04837164750957854,0.42337164750957856,0.06226053639846743,0.6830645161290323,165256.0,14173.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2009,82.0,113.0,46.0,173.0,155.0,991.0,1560.0,2608.0,0.05253042921204356,0.0723894939141576,0.6348494554772581,0.1108263933376041,-0.25251557259223767,216394.0,14841.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2010,95.0,72.0,43.0,157.0,1257.0,1191.0,2815.0,3908.5,0.033735795454545456,0.02556818181818182,0.4229403409090909,0.05575284090909091,0.8044871794871795,223832.0,16348.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2011,89.0,90.0,51.0,158.0,234.0,1411.0,2033.0,3260.5,0.04375614552605703,0.04424778761061947,0.6937069813176008,0.0776794493608653,-0.27779751332149205,126020.0,17645.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2012,75.0,102.0,45.0,183.0,282.0,976.0,1663.0,2682.0,0.045072115384615384,0.06129807692307692,0.5865384615384616,0.10997596153846154,-0.18199704869650768,126020.0,17979.0,1,208,2
ANDHRA PRADESH,CYBERABAD,2013,138.0,129.0,43.0,350.0,338.0,1526.0,2524.0,4149.5,0.05465346534653465,0.051089108910891086,0.6043564356435643,0.13861386138613863,0.5177390258568852,126020.0,0.0,1,208,2
ANDHRA PRADESH,EAST GODAVARI,2001,23.0,26.0,12.0,109.0,58.0,247.0,475.0,804.5,0.04831932773109244,0.0546218487394958,0.5189075630252101,0.22899159663865545,0.0,158050.0,6507.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2002,25.0,5.0,11.0,108.0,73.0,276.0,498.0,812.5,0.050100200400801605,0.01002004008016032,0.5531062124248497,0.21643286573146292,0.04842105263157892,156172.0,7931.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2003,18.0,35.0,11.0,150.0,110.0,357.0,681.0,1109.0,0.026392961876832845,0.051319648093841645,0.5234604105571847,0.21994134897360704,0.3674698795180722,150654.0,7616.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2004,31.0,23.0,13.0,112.0,105.0,293.0,577.0,945.0,0.05363321799307959,0.039792387543252594,0.5069204152249135,0.19377162629757785,-0.15271659324522757,158402.0,7741.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2005,27.0,3.0,15.0,102.0,119.0,368.0,634.0,993.5,0.04251968503937008,0.004724409448818898,0.5795275590551181,0.16062992125984252,0.098786828422877,159662.0,8262.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2006,41.0,28.0,25.0,173.0,107.0,465.0,839.0,1393.5,0.04880952380952381,0.03333333333333333,0.5535714285714286,0.20595238095238094,0.32334384858044163,161242.0,9056.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2007,30.0,64.0,19.0,159.0,131.0,561.0,964.0,1578.5,0.031088082901554404,0.06632124352331606,0.5813471502590674,0.16476683937823836,0.14898688915375446,159574.0,8580.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2008,48.0,13.0,23.0,194.0,131.0,563.0,972.0,1586.0,0.04933196300102775,0.013360739979445015,0.578622816032888,0.19938335046248715,0.008298755186721962,165256.0,8435.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2009,47.0,60.0,23.0,196.0,178.0,440.0,944.0,1567.0,0.04973544973544974,0.06349206349206349,0.4656084656084656,0.2074074074074074,-0.028806584362139898,216394.0,8660.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2010,66.0,30.0,20.0,193.0,188.0,246.0,743.0,1256.0,0.08870967741935484,0.04032258064516129,0.33064516129032256,0.2594086021505376,-0.21292372881355937,223832.0,6349.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2011,72.0,51.0,17.0,176.0,224.0,575.0,1115.0,1816.0,0.06451612903225806,0.0456989247311828,0.5152329749103942,0.15770609318996415,0.5006729475100942,126020.0,7111.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2012,71.0,40.0,17.0,248.0,160.0,536.0,1072.0,1807.0,0.06616961789375582,0.03727865796831314,0.4995340167753961,0.23112767940354148,-0.03856502242152471,126020.0,6945.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2013,74.0,33.0,15.0,352.0,222.0,483.0,1179.0,1985.0,0.06271186440677966,0.027966101694915254,0.40932203389830507,0.2983050847457627,0.09981343283582089,126020.0,0.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2014,85.0,0.0,7.0,519.0,62.0,464.0,1137.0,2065.0,0.07469244288224956,0.0,0.4077328646748682,0.45606326889279436,-0.03562340966921118,126020.0,0.0,1,262,2
ANDHRA PRADESH,EAST GODAVARI,2015,104.0,0.0,13.0,574.0,150.0,522.0,1363.0,2419.0,0.07624633431085044,0.0,0.38269794721407624,0.4208211143695015,0.19876868953386095,126020.0,0.0,1,262,2
ANDHRA PRADESH,GUNTAKAL RAILWAY,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126020.0,0.0,1,323,0
ANDHRA PRADESH,GUNTAKAL RAILWAY,2015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,0.0,0.0,0.0,2.0,126020.0,0.0,1,323,0
ANDHRA PRADESH,GUNTAKAL RLY.,2001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,158050.0,287.0,1,324,0
